date,cellvalue,n_cells,pct_cells
2018-10-15,11,487,0.04710775778680596
2018-10-15,13,50,0.004836525440123815
2018-10-15,14,26,0.0025149932288643837
2018-10-15,15,33,0.003192106790481718
2018-10-15,17,8,7.738440704198104e-4
2018-10-15,21,2369,0.22915457535306635
2018-10-15,NA,3612,0.3493905977945444
2018-11-15,3,1022,0.09885857999613078
2018-11-15,5,1,9.67305088024763e-5
2018-11-15,7,998,0.09653704778487135
2018-11-15,11,861,0.0832849680789321
2018-11-15,13,56,0.005416908492938673
2018-11-15,15,58,0.005610369510543625
2018-11-15,17,20,0.001934610176049526
2018-11-15,21,2434,0.2354420584252273
2018-11-15,NA,4888,0.4728187270265042
2018-12-15,3,1178,0.11394853936931708
2018-12-15,7,610,0.05900561036951054
2018-12-15,11,3423,0.3311085316308764
2018-12-15,13,19,0.0018378796672470497
2018-12-15,15,1282,0.12400851228477462
2018-12-15,17,1,9.67305088024763e-5
2018-12-15,21,3450,0.3337202553685432
2018-12-15,27,7,6.771135616173341e-4
2018-12-15,NA,368,0.03559682723931128
2019-01-15,3,388,0.0375314374153608
2019-01-15,7,29,0.0028051847552718126
2019-01-15,11,4662,0.4509576320371445
2019-01-15,13,7,6.771135616173341e-4
2019-01-15,15,2248,0.2174501837879667
2019-01-15,17,1,9.67305088024763e-5
2019-01-15,21,2806,0.2714258076997485
2019-01-15,27,3,2.901915264074289e-4
2019-01-15,NA,194,0.0187657187076804
2019-02-15,3,607,0.058715418843103113
2019-02-15,7,1,9.67305088024763e-5
2019-02-15,11,3572,0.3455213774424453
2019-02-15,13,6,5.803830528148578e-4
2019-02-15,15,2243,0.21696653124395435
2019-02-15,17,2,1.934610176049526e-4
2019-02-15,21,3319,0.3210485587154188
2019-02-15,NA,588,0.056877539175856064
2019-03-15,3,126,0.012188044109112013
2019-03-15,9,1,9.67305088024763e-5
2019-03-15,11,3851,0.3725091893983362
2019-03-15,13,5,4.836525440123815e-4
2019-03-15,15,1965,0.19007544979686594
2019-03-15,21,3804,0.3679628554846198
2019-03-15,NA,586,0.05668407815825111
2019-04-15,11,1386,0.13406848520023215
2019-04-15,13,1,9.67305088024763e-5
2019-04-15,15,5305,0.5131553491971368
2019-04-15,21,3497,0.3382665892822596
2019-04-15,27,2,1.934610176049526e-4
2019-04-15,NA,147,0.014219384793964016
2019-05-15,3,63,0.006094022054556007
2019-05-15,7,113,0.010930547494679822
2019-05-15,11,2984,0.2886438382665893
2019-05-15,15,1874,0.1812729734958406
2019-05-15,21,2326,0.2249951634745599
2019-05-15,NA,2978,0.2880634552137744
2019-06-15,3,123,0.011897852582704585
2019-06-15,5,1,9.67305088024763e-5
2019-06-15,7,399,0.03859547301218805
2019-06-15,11,3371,0.3260785451731476
2019-06-15,13,1,9.67305088024763e-5
2019-06-15,14,61,0.0059005610369510545
2019-06-15,15,76,0.007351518668988199
2019-06-15,17,5,4.836525440123815e-4
2019-06-15,21,2257,0.218320758367189
2019-06-15,NA,4044,0.3911781775972142
2019-07-15,3,56,0.005416908492938673
2019-07-15,5,1,9.67305088024763e-5
2019-07-15,7,2035,0.19684658541303926
2019-07-15,11,509,0.04923582898046044
2019-07-15,13,4,3.869220352099052e-4
2019-07-15,14,60,0.005803830528148578
2019-07-15,15,67,0.006480944089765912
2019-07-15,17,1,9.67305088024763e-5
2019-07-15,21,1165,0.1126910427548849
2019-07-15,NA,6440,0.6229444766879474
2019-08-15,3,84,0.00812536273940801
2019-08-15,7,2538,0.24550203134068485
2019-08-15,11,106,0.010253433933062488
2019-08-15,13,5,4.836525440123815e-4
2019-08-15,14,47,0.004546333913716386
2019-08-15,15,25,0.0024182627200619077
2019-08-15,17,11,0.0010640355968272394
2019-08-15,21,618,0.05977945443993035
2019-08-15,NA,6904,0.6678274327722964
2019-09-15,3,24,0.0023215322112594312
2019-09-15,7,1010,0.09769781389050107
2019-09-15,11,46,0.00444960340491391
2019-09-15,13,2,1.934610176049526e-4
2019-09-15,14,110,0.010640355968272393
2019-09-15,21,823,0.079609208744438
2019-09-15,27,1,9.67305088024763e-5
2019-09-15,NA,8322,0.8049912942542078
2019-10-15,3,25,0.0024182627200619077
2019-10-15,7,3827,0.3701876571870768
2019-10-15,11,155,0.014993228864383827
2019-10-15,13,1,9.67305088024763e-5
2019-10-15,14,173,0.0167343780228284
2019-10-15,15,11,0.0010640355968272394
2019-10-15,17,9,8.705745792222867e-4
2019-10-15,21,2539,0.24559876184948734
2019-10-15,27,12,0.0011607661056297156
2019-10-15,NA,3586,0.34687560456568
2019-11-15,3,676,0.06538982395047398
2019-11-15,5,4,3.869220352099052e-4
2019-11-15,7,1728,0.16715031921067905
2019-11-15,11,469,0.045366608628361386
2019-11-15,13,16,0.0015476881408396208
2019-11-15,14,99,0.009576320371445153
2019-11-15,15,137,0.013252079705939253
2019-11-15,17,7,6.771135616173341e-4
2019-11-15,21,2431,0.2351518668988199
2019-11-15,27,6,5.803830528148578e-4
2019-11-15,NA,4765,0.4609208744437996
2019-12-15,3,152,0.014703037337976397
2019-12-15,7,1377,0.13319791062100986
2019-12-15,11,3198,0.3093441671503192
2019-12-15,13,9,8.705745792222867e-4
2019-12-15,15,442,0.042754884890694525
2019-12-15,17,12,0.0011607661056297156
2019-12-15,21,4342,0.4200038692203521
2019-12-15,27,1,9.67305088024763e-5
2019-12-15,NA,805,0.07786805958599342
2020-01-15,3,119,0.01151093054749468
2020-01-15,7,168,0.01625072547881602
2020-01-15,11,2767,0.2676533178564519
2020-01-15,13,18,0.0017411491584445734
2020-01-15,15,3437,0.332462758754111
2020-01-15,17,5,4.836525440123815e-4
2020-01-15,21,3300,0.3192106790481718
2020-01-15,27,1,9.67305088024763e-5
2020-01-15,NA,523,0.0505900561036951
2020-02-15,3,75,0.007254788160185722
2020-02-15,7,1,9.67305088024763e-5
2020-02-15,11,3287,0.3179531824337396
2020-02-15,13,6,5.803830528148578e-4
2020-02-15,15,2767,0.2676533178564519
2020-02-15,17,2,1.934610176049526e-4
2020-02-15,21,3300,0.3192106790481718
2020-02-15,27,2,1.934610176049526e-4
2020-02-15,NA,898,0.08686399690462372
2020-03-15,3,854,0.08260785451731475
2020-03-15,5,1,9.67305088024763e-5
2020-03-15,11,4410,0.4265815438189205
2020-03-15,13,12,0.0011607661056297156
2020-03-15,15,1165,0.1126910427548849
2020-03-15,21,3141,0.3038305281485781
2020-03-15,NA,755,0.0730315341458696
2020-04-15,3,2,1.934610176049526e-4
2020-04-15,11,371,0.03588701876571871
2020-04-15,13,2,1.934610176049526e-4
2020-04-15,15,3373,0.3262720061907526
2020-04-15,21,6106,0.5906364867479202
2020-04-15,27,3,2.901915264074289e-4
2020-04-15,NA,481,0.0465273747339911
2020-05-15,3,44,0.0042561423873089576
2020-05-15,7,732,0.07080673244341265
2020-05-15,11,3254,0.3147610756432579
2020-05-15,15,464,0.044882956084349
2020-05-15,17,1,9.67305088024763e-5
2020-05-15,21,3820,0.3695105436254595
2020-05-15,NA,2023,0.19568581930740955
2020-06-15,3,7,6.771135616173341e-4
2020-06-15,7,2315,0.22393112787773264
2020-06-15,11,1008,0.0975043528728961
2020-06-15,14,63,0.006094022054556007
2020-06-15,15,29,0.0028051847552718126
2020-06-15,21,4545,0.4396401625072548
2020-06-15,NA,2371,0.2293480363706713
2020-07-15,3,16,0.0015476881408396208
2020-07-15,7,3477,0.3363319791062101
2020-07-15,11,145,0.014025923776359063
2020-07-15,13,1,9.67305088024763e-5
2020-07-15,14,149,0.014412845811568969
2020-07-15,15,458,0.04430257303153415
2020-07-15,17,15,0.0014509576320371445
2020-07-15,21,2086,0.20177984136196556
2020-07-15,27,3,2.901915264074289e-4
2020-07-15,NA,3988,0.3857612691042755
2020-08-15,7,210,0.020313406848520024
2020-08-15,14,62,0.005997291545753531
2020-08-15,15,1,9.67305088024763e-5
2020-08-15,21,605,0.05852195782549816
2020-08-15,NA,9460,0.9150706132714258
2020-09-15,3,4,3.869220352099052e-4
2020-09-15,7,1228,0.1187850648094409
2020-09-15,11,8,7.738440704198104e-4
2020-09-15,14,95,0.00918939833623525
2020-09-15,15,413,0.03994970013542271
2020-09-15,21,2374,0.22963822789707874
2020-09-15,27,2,1.934610176049526e-4
2020-09-15,NA,6214,0.6010833816985878
2020-10-15,7,1891,0.1829173921454827
2020-10-15,14,30,0.002901915264074289
2020-10-15,15,445,0.04304507641710195
2020-10-15,21,2043,0.1976204294834591
2020-10-15,27,1,9.67305088024763e-5
2020-10-15,NA,5928,0.5734184561810796
2020-11-15,3,1,9.67305088024763e-5
2020-11-15,7,420,0.04062681369704005
2020-11-15,13,4,3.869220352099052e-4
2020-11-15,15,4096,0.3962081640549429
2020-11-15,17,2,1.934610176049526e-4
2020-11-15,21,4049,0.3916618301412265
2020-11-15,27,39,0.0037724898432965758
2020-11-15,NA,1727,0.16705358870187656
2020-12-15,7,3165,0.3061520603598375
2020-12-15,11,692,0.0669375120913136
2020-12-15,13,2,1.934610176049526e-4
2020-12-15,15,460,0.0444960340491391
2020-12-15,17,2,1.934610176049526e-4
2020-12-15,21,5054,0.4888759914877152
2020-12-15,27,1,9.67305088024763e-5
2020-12-15,NA,962,0.0930547494679822
2021-01-15,3,128,0.012381505126716966
2021-01-15,7,42,0.004062681369704005
2021-01-15,11,1631,0.15776745985683885
2021-01-15,13,13,0.0012574966144321918
2021-01-15,15,1953,0.1889146836912362
2021-01-15,17,7,6.771135616173341e-4
2021-01-15,21,5744,0.5556200425614238
2021-01-15,27,4,3.869220352099052e-4
2021-01-15,NA,816,0.07893209518282066
2021-02-15,3,294,0.028438769587928032
2021-02-15,11,2683,0.2595279551170439
2021-02-15,15,1869,0.1807893209518282
2021-02-15,21,5318,0.514412845811569
2021-02-15,NA,174,0.016831108531630876
2021-03-15,3,172,0.016637647514025924
2021-03-15,11,2703,0.2614625652930934
2021-03-15,15,1328,0.12845811568968854
2021-03-15,21,5352,0.5177016831108532
2021-03-15,NA,783,0.07573998839233895
2021-04-15,3,44,0.0042561423873089576
2021-04-15,7,195,0.01886244921648288
2021-04-15,11,2252,0.21783710582317664
2021-04-15,13,2,1.934610176049526e-4
2021-04-15,15,914,0.08841168504546335
2021-04-15,17,1,9.67305088024763e-5
2021-04-15,21,6221,0.601760495260205
2021-04-15,27,6,5.803830528148578e-4
2021-04-15,NA,703,0.06800154768814085
